LABEL,TEXT,URL,EMAIL,PHONE
spam,biggest travel sale ends today get rs cashback on domestic flightstnc use code appfest book now on makemytrip app mdealcotndmndqnze,No,No,No
smishing,Open up to a world of freedom No Annual Fee No Joining Fee,No,No,No
spam,heres something to make your sunday special  get your favorite rayban sunglasses  up to  off  authentic shop now  wwwlenskartcomraybansun,No,No,No
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,No,No,No
ham,So what did the bank say about the money?,No,No,No
spam,delhincr ki sabse sasti property in gaur chowk  bhk in resort style easy pay plan consructn full swing reputed builder get navratra offer cl,No,No,No
smishing,"IncomeTax e filing require Avon Gas Engineers Private Limited to click http://bit.ly/2kGLdPf to submit a formal refund request for the remittance of your overdue approve refund of Rs25,271.09",Yes,No,No
spam,thai escape spa offers get any full body massage min just by authentic thai therapist  get any  massages just wowsoniya,No,No,No
spam,Project by Centaurus 8 Marla New Bookings ON GOOD DISCOUNTS Downpayment: 8.5 Lac Total Price: 47.5 Lac 03100001881,No,No,Yes
smishing,NEED FUNDS ? Take LOAN AGAINST PROPERTY@11%(Resi/Comm).OD LMT(40 Lkhs-40 Crs.) BALANCE TRANSFER/TOP UP.SMSLOAN to 57333 or call at 45595488.ICICI HOME LOANS.,No,No,Yes
spam,mega savings this weekend at reliance market  ludhiana  ml container pack of  rs only  kg amira kinki rs only  valid till th martc,No,No,No
smishing,ur cv shortlisted technical networking trouble shooting civil electrical mechanical mrktng retailsal kkcabperkinctcontact hr  intrvw,No,No,No
smishing,"Dear customer Con gratulation You have order on SNAPDEAL company comput erized result be final You be the first Won Tata safari cost Rs 12,60,000 REG CHARGE 6,500 TOLL FREE N",No,No,No
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",Yes,No,Yes
smishing,shree hari fashion embroidered s of snapdeal order no  is ready with seller  will be shipped anytime within  hrs get extra cashback on every order from the app download now bitlyhwq,No,No,No
spam,We've gone insane.. Matlab 80% Discount on Original Branded Sneakers??? Shop now before we change our mind! Visit: https://bit.ly/Swag10-10,Yes,No,No
spam,FRM WellsFargoAlert MB74307 SUBJ Case ID 2MB XXXXX MSG Please follow http://wllwash.com 7/23/2020 1:27:45 p.m,Yes,No,No
spam,restriction we could not deliver your parcel http://complacen.com /b/py/ nrU.16 OaG,Yes,No,No
smishing,SBI Netbanking will be block today Please click here the link And update your PAN CARD Number,No,No,No
smishing,Your request for Bajaj Finance Insta EMI card be not approve To Get important information about your Current Financial Health Click http://m.BajFin.in/KsF_XEI,Yes,No,No
spam,this navratri get  off   bazaarcart cashback on order of rs  coupon de  visit wwwbazaarcartcom not valid on patanjali atta  ghee,No,No,No
spam,get  off mens shirts on the koovscom app  use code shirt  valid from  pm till midnight today shop now httpgooglflrjrq,No,No,No
ham,"alright, I'll make sure the car is back tonight",No,No,No
spam,Amazon be urgently recruit for part-time job you can earn XXXX-XXXX Rs every day add Whatsapp wa.me/ XXXXXXXXXXXX RAM Sep XX 5:16PM,No,No,No
smishing,dear user  cashbackshop for free yes you heard it right firsthandle is offering  cashback on your purchaseshop now at httpsbncltimbfjjywbrbjms,No,No,No
ham,"Nothing much, chillin at home. Any super bowl plan?",No,No,No
smishing,no cook day special gather the family for a special dining experience  use code hny and get extra  off today  check httpnrbuyhnysms,No,No,No
ham,Hope you are having a great day.,No,No,No
spam,Hi Michael It 's Natalie with Bernie XXXX Bernie have spend his entire life stand up to the greed and corruption of the corporate elite and fight for ordinary working people Are you in for Bernie,No,No,No
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",No,No,Yes
ham,Free any day but i finish at 6 on mon n thurs...,No,No,No
smishing,Your PayPal be on hold You have remain XX hour to re confirm your identity or your account will be permanently close http://paypal.co.uk.xso4.icu/n/,Yes,No,No
spam,vodafone special offer rsgb g   din  rsgb g   din  offer etop par agle  din tak live cricket httpgooglojnd,No,No,No
smishing,dear hdfc bank creditcard member now get a discount of more than  on the annual subscription of reader s digest plus free book worth inr visit http offers smartbuy hdfcbank com offer deffbbaffadafcbls  cc subscriptions offer valid till st aug  tcapply,No,No,No
smishing,last  days to avail upto  off on titan  swiss made xylys watches at your nearest world of titan store offer valid till th jan call  tc,No,No,No
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,No,No,No
smishing,yes your favorite sale is back shop all the latest styles at flat  off with the trend of season sale httpgooglvkaog toss tc apply,No,No,No
ham,Moji i love you more than words. Have a rich day,No,No,No
smishing,still waiting send order and payment status of every distributor just now via sms which can be forwarded to zonal manager,No,No,No
spam,this summer add freshness to your wardrobe maxthe all new summer collection in stores shop from over  styles under rsvisit your nearest max store now,No,No,No
ham,Jus finish bathing...,No,No,No
smishing,dear customer login to hdfc bank netbankingmobilebanking appget a freegift of upto rs from provogueto avail visit offers tab in netbankingtc,No,No,No
ham,Wat's my dear doing? Sleeping ah?,No,No,No
spam,Monthly plan *499*3# N1000,No,No,No
smishing,"""Make easy money with package reshipping. Pay $30 to secure your position. Reply INTERESTED to apply.""",No,No,No
smishing,Payment Mode Changed Dear Customer your preferred payment mode on Ola have be change to OlaMoney Postpaid For any assistance please reach out to EMAIL,No,No,No
spam,box wishes you a happy republic day get rs off on orders above rs only today on httpgetboxin not valid on curries  sides use code jn,No,No,No
spam,mothers day special offer at modern silk house  jashn buy   get flat  off  buy worth rs   get branded stroller bag valid on th  th may tc,No,No,No
ham,Y de asking like this.,No,No,No
spam,get full talktime more on recharge of rs        offer only on airtelin or myairtel appclickcharges applyairtelinmyairtelapp,No,No,No
smishing,room on call offering flat  off on all hotel bookings inclusive of breakfast  wifi and taxes for bookings logon to  wwwroomoncallin or call,No,No,No
smishing,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,No,No,Yes
spam,The only thing weve to fear is fear itself-nameless  unreasoning  unjustified terror which paralyzes needed efforts to convert retreat into advance.,No,No,No
smishing,"Congratulations BigPay Challenge Banking your number LOL LOL LOL Has be choose as the winner RM10,000 Click link http://redeembigpoints.zyrosite.com",Yes,No,No
spam,sikkakarnam offers noemi till possession in pay only   bhk flats opp noida sec metro stn  fng xway plan also availablem,No,No,No
spam,Dear PAYTM customer your paytm KYC have be suspend paytm office PH XXXXXXXXXX A C will block within 24hr Thank you PAYTM TEAM,No,No,No
smishing,golden harvest cashew g  almond g  rs  and juicesselected range buy  get  free in public holiday sale only  big bazaar valid till th maytnc,No,No,No
spam,we care for you get flat  off on all personal care products extra  cashback on mobikwik usecode wow minorder maxdisc wwwaskmegrocerycom,No,No,No
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",No,No,No
smishing,YONO Account will be block today Please click on the link to update your PAN CARD Number http://cutt.ly/CIKisJE,Yes,No,No
spam,psst exclusively for you grab rs off before everyone else plus  extra  freecharge cashback valid till midnight only code steal httpmsgmna,No,No,No
spam,superfriday offers   flat  off on yepme men shirts httpysmrtlnkinhugmix   casual shoes starting   only httpysmrtlnkinyqqdzvwl,No,No,No
smishing,Dear S IM/user your Document K.Y.C be pending please call our customer care right now XXXXXXXXXX otherwise your service will Blocked within XX hr,No,No,No
spam,ajnara belvedere sector  noida pay just  lac  rest on possession for limited time only hurry for good inventory metro all comfort of life ph,No,No,No
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),No,No,No
ham,Mm feeling sleepy. today itself i shall get that dear,No,No,No
spam,dear bhanwar giri goswami   as on   you have  redeemable points in your red club payback card rc team,No,No,No
spam,get  cashback on all your uber rides this week on paytm just add rs to your paytm wallet between nd to th may details tubercompwm,No,No,No
spam,http://docs.google.com form d e 1FAIpQLSfA2EzZv5 PclfApgY8ifCTHIZZAFIOEZ8CU _YQ0iq23eyR2GQ viewform,Yes,No,No
smishing,IEEE PROJECT 2011   INPLANT TRAINING WWW.JIFFY.IN  P@JIFFYSOLUTIONS.COM MBA MCA Msc BE IT CS ECE EE CHENNAI 27 BRINDAVAN STRET T-NAGAR CALL 9884972020 PONDICHERY,No,Yes,Yes
smishing,your order ab of mypad the new slate of  cent is receivedcheck out our website for more exciting offers wwwaskmebazaarcom buyer support special offer just for you avail  off on all your grocery needs use coupon flat on wwwaskmegrocerycom,No,No,No
smishing,The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://sotop-usps.top,Yes,No,No
smishing,FREEDOM we be give you back 75.5CAD due to a system error Click here http://freedom755.xyz/,Yes,No,No
smishing,"American Consumer is Hiring! Test products from home & earn up to $45/ hr. No exp needed. Apply now! Remote position. Visit: https://bit.ly/acpin Aug 1, 11:57AM Send message",Yes,No,No
ham,have got * few things to do. may be in * pub later.,No,No,No
spam,On deve of Mahashivrathri I pray Lord Shiva to bestow all Happiness Success in ur life Harish.S Adv Ex Member Contestant for the post of Member Bar Council,No,No,No
smishing,"If you have an exist credit card you be eligible for new card get voucher worth Rs 8,250 on join absolutely FREE Apply http://goo.gl/ nxsc7H T C",Yes,No,No
smishing,Dear sir Congratulation You be product order Paytm mall company At Paytm mall shop tv show the result be out in Paytm mall Your name to open the luky drw Tata safari cost RS XXXXXXX at The charge of your REGISTRATION Service payment RS XXXX Details contact XXXXXXXXXX,No,No,No
smishing,vodafone special offer win sony bravia led to win click httpmmydelightsinpr now,No,No,No
spam,merry christmas  extra internet get gb g on recharge of rs done on myvodafone app only offer valid till tomorrow recharge now httpgooglqtkjl,No,No,No
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,No,No,No
spam,Dear customer Your SBI YONO A/c and Netbanking will be block today Please update your document now SBI.http://bitly.ws/qqJY,Yes,No,No
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,No,No,No
spam,this mothers day gift her the freedom of choice with hdfc bank giftplus cardapply on netbankingget off on issuance feesteps to apply bitlytszfr tc,No,No,No
smishing,For purchasing Non Custome product Whatsapp Group link join https://chat.whatsapp.com/IjYwwMxUZvABYYhtQf48cD ..,Yes,No,No
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,No,No,No
smishing,your free internet pack is successfully activated benefit mb data validity days for special data offers click on wwwismartpackscom,No,No,No
spam,dear reliance customer as per sr   amount has been posted for gprs wrongly charged,No,No,No
spam,indopak match heat is on get  discount on all orders use coupon code l valid on online payments use coupon code l order  wwwlazeezpunecom,No,No,No
spam,special offer for you rc   std  local mobile minutes valid for  days idea app offer  upto gb re  httponelinktotnsms,No,No,No
smishing,Mobile No be require for Rs XXXX to Rs XXXXXX Directly In Your Bank Account Enter Your Details Now http://v2n.in/LWZQNPLPYQWN,Yes,No,No
smishing,republic day offer buy cre designer  pcs dinner setfree silver ware of call to order use coupon code  to get  off with shopcj,No,No,No
spam,We attempt to deliver your parcel to you however nobody be able to accept it Circumstance http://s.id/-1 act6,Yes,No,No
smishing,Your fund 7689.43 GBP will be remove unless you access your account within XX hour http://5fr.one/3alQZj,Yes,No,No
smishing,You 've be refund a total amount of 67.82 due to an overcharge on your last bill Follow the step below to accept your funds.The deposit process will take XX hour due to security reason,No,No,No
ham,Lol now I'm after that hot air balloon!,No,No,No
spam,hurrylast few hours left of dominos happy hours celebration get  off ampm today on min bill of order online dominoscoin cpn crm tc,No,No,No
smishing,in  tool kit is a must have for a steal deal of rs on ebay with free shipping hurry  shop now on httpgooglymhukb using coupon ebayrush,No,No,No
spam,dear customer kalanikethan presents chennai big sale flat  flat  flat  on entire womens wear fresh stock added last  days only conditions apply,No,No,No
spam,FreeCharge Offer Flat Rs XXX cashback on min transaction of Rs.100 Use code CASH100 for hardik.sundaram USER.co m till XX Oct. frch.in/F,No,No,No
smishing,HSBC A new payee have be create on your account MRS K ADAMS If this be NOT you please visit our secure link to cancel hsbc.process check.co.uk,No,No,No
spam,lakshita offers mothers day discount on t to th of  may flat  off up to  and off above  at east patel nagar  mob,No,No,No
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",No,No,No
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends�.",No,No,No
spam,PRE-RAMADAN SALE ENJOY up to 50% OFF   Recliner 4D Massage Chair Sofa Bedroom Dinning Garden Office Furniture  0512655151 0518737687 http://bit.ly/StyleNComfort,Yes,No,Yes
smishing,my wishes for you are not limited to just the next year but to all the years that you experience in your lifetime and in your reincarnations have a funfilled  smashing  rocking and happening new years         ashish sangal  family raigarh,No,No,No
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",No,No,No
ham,Dont show yourself. How far. Put new pictures up on facebook.,No,No,No
smishing,thanks for opting in to shiv jyoti medical  optical store my framekart please download our app  httpgooglsjmnzd to opt out sms stop  to,No,No,No
smishing,order delivered we have now delivered your fasheen designer soft back cover we hope you are happy with the product download invoice and manage your order on the snapdeal app at httpsnpdliniofdkd,No,No,No
spam,get medicines at your home in kochi rs off for first order   discount all ordersget ziller app httponelinktonmtc or callwhatsapp,No,No,No
spam,Blyk Turns 1 Blyk on Aircel completes a year today. We thank you for your support in making us a success! Do tell us how you like the Blyk experience so far. Rate us on a scale of 1-5  5 being the best. ^ 1- 5,No,No,No
smishing,Dear customer you SBI A/C have be deactivate please update your kyc form visit the link and submit detail click here now https //bit.ly/2xDrEux thank you,No,No,No
smishing,idea presents idea money  get  cashback max upto rs  on first idea recharge of rs  or more to register  dial  or visit wwwideamoneyin  tc apply,No,No,No
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,No,No,No
smishing,your busy callertune meeting in english has been deactivated android users click on httphyperurlcoct to download vodafone callertunes app to manage your profiles,No,No,No
spam,guaranteed  times business expansion join  day workshop on  nov by a world renowned business guru from germany  rs onlysms ur name to,No,No,No
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,No,No,No
smishing,You have won a guaranteed 32000 award or maybe even Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,No,No,Yes
smishing,enjoy this weekend at babloo garments now get flat  off on winter wears  babloo garments no multi brands store ynrph  dont miss,No,No,No
smishing,order id  accepted by desi mealz  indiranagarwill be delivered within  mins for status  call  ext  or mail at feedbackjusteatin download our android app to get the best offers httptinyurlcomkvmyutl,No,No,No
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Yes,No,Yes
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",No,No,Yes
ham,A guy who gets used but is too dumb to realize it.,No,No,No
spam,Do n't just shop Shop with unbeatable exclusive offer across top brand with Tata Neu Earn X NeuCoins too Shop now rsut.io/ H4J6F17H52Uwt Tata NeuIn vogue with Tata Neu Avail XX-XX off on CLIQ 's End of Season Sale Also earn X NeuCoins on your purchase T C apply rsut.io/,No,No,No
spam,Life is the art of drawing without an eraser so be careful while taking any small decisions about the valuable pages of life.,No,No,No
spam,lenskart premier league starts th april  first  orders  get upto rs off on everything above all existing offers  lenskartcomcric howzzat hurry,No,No,No
ham,aathi..where are you dear..,No,No,No
spam,central happiness sale preview only for payback members from  to  dec upto  off  shop for rs   get xtra off or  on shopping of rs tnc,No,No,No
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,No,No,Yes
smishing,No worries. Get TRAIN details like latest PNR status  Arrival/Departure timings   Train Time Table   Fare & Seat availability by SMS. Type RAIL and SMS it to 139,No,No,No
smishing,You have 1 new message. Please call 08718738034.,No,No,Yes
spam,tuesday lunch treat from box get  cashback on all orders above rs only today on our appwebsite httpgetboxin not valid on drinks  desserts  specials order now  fill your box wallet use code nc,No,No,No
smishing,Login To {www.yelloairtime.com} To Load your =N=100,Yes,No,No
smishing,mrapali New Project in Noida EXTN. *2B/R- 15Lacs *3B/R- 20Lacs *Last chance 2 Own a flat in these PRICES Available CALL@ 965415303,No,No,Yes
spam,Complete your KYC for MobiKwik & get flat Rs.250 SuperCash. Use code KYC250. Update Now: bit.ly/mbkkyc250,No,No,No
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.,No,No,No
smishing,Navratri Special Discount on instant Skin Glow Treatments Hollywood Peel Laser PRP Packages Last X day Call XXXXXXXXXXXXX www.sakhiyaskinclinic.com,Yes,No,No
spam,wwweasemytripin  travel with ease use code emt to save upto rs off on airtickets  hotels  pay via paytm wallet  get exra  instant cashback,No,No,No
spam,hey  its time for spicy gossip with friends  dominosget  off on  abovecall orderonlinemobile dominoscoin cpn crmdevldaprtc,No,No,No
spam,punjab jewellers offers  making on diamond jewellery  starting from  in gold on the occasion of akshay tritiya rush valid till th may onlytcapply,No,No,No
smishing,Protect your Home Family and 2nd amendment right ... Reply the word `` ACT `` to find out more about it or you can re STOP to exit message K62U1177D,No,No,No
smishing,recharge of bonus mrp  successful dial  for best offers,No,No,No
ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",No,No,No
spam,aircel gg offers for you recharge rcgb  rcgb validity days hurry up latest movie trailers httpbitlynxyfq,No,No,No
smishing,Your automatic payment to Xfinity have successfully process You 're good to go Thanks for your payment You can view your bill and payment detail here http://t.xfin.me/ FE22EC2,Yes,No,No
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,No,No,No
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,No,No,No
ham,"And that's fine, I got enough bud to last most of the night at least",No,No,No
smishing,Phony Â£350 award - Todays Voda numbers ending XXXX are selected to receive a Â£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,No,No,Yes
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,No,No,No
spam,"Dear customer your M-Shwari limit be Ksh 11,000 and not KES 5,000 as early communicate We apologize for the error Keep borrowing and repay on time to increase your limit",No,No,No
spam,sawadee thai lucrazia spaffer  body ilmassageff on spazone  pen flr above siddhihospital  katepuram chowk  pimple gurav,No,No,No
spam,"Get 40% off at Domino's & Pappasallis every Wednesday & Thursday throughout Ramadan with your HBL Card . For details, visit hbl.com/dd. T&Cs apply.",No,No,No
spam,Dear HDFC Customer You recently add a nominee You can send fund now To report this Log in cutt.ly/HDFC and follow the instruction,No,No,No
spam,dear smartone thank you for shopping being a smartone silver club member you have earned  pointsyour balance points are   redeemable at any of our storestc,No,No,No
smishing,"Time to buy a new phone Join REDX now and unlock special offer on Samsung handset Get upto XX instant discount No Cost EMI facility Exchange offer Complimentary Mobile Insurance Get benefit worth Rs 20,000 with REDX To know more visit http://bit.ly/VIXPlan",Yes,No,No
spam,Good app for Blocking Spam sm Tried and test for over a year X Star Performance with many I 'm use this Key Messages app Very useful for me You should try http://play.google.com/store c apps detail id com.smsBlocker,Yes,No,No
spam,cheers chandra prakash soni meera your beer cafe is now powered by payback points earn  points for rs  spent  spend them on your next order tnc,No,No,No
spam,going  going  gone flat  off  americanswancom  use code wear men httpgooglde women httpgooglune valid first  orders only,No,No,No
spam,khazana jewellery ugadi special offer get rs off per gram on gold jewellery  rs off per carat on diamond jewellery offer till th april tc,No,No,No
smishing,now or never offer in maharaja juicermixergrinder  rs  hurry to order call  now  get extra  off coupon  last chance,No,No,No
ham,Shb b ok lor... Thanx...,No,No,No
spam,dominos deal of the dayget  off on  only todayenjoy with friends and familywalkincall  orderonlinemobile dominoscoin cpn mob tc,No,No,No
ham,have * good weekend.,No,No,No
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,No,No,No
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,No,No,No
spam,shop more save more with askmegrocery get  off on groceries use flat for  off  extra  mobikwik cashback visit httpgooglhfn,No,No,No
smishing,To text a vote Ã¢ÂÂ¢ Wait until the MC announces vote Phone number +82 XXXX XXXX Ã¢ÂÂ¢ Type the artist 's name in Korean Baekhyun,No,No,No
smishing,Your recharge was successful. Dial *600# and get BACK DOUBLE whatever you use today FREE TOMORROW to browse  call  and SMS all networks.,No,No,No
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",No,No,No
spam,DEAR CLIENT TRADE SUMMARY KALPADV NIFTY 09-DEC XXXXX CE CMP 148.95 PLZ WAIT FOR TARGET XXX IS VERY MUCH SURE AND WAIT FOR XXXX PROFIT KALPAD,No,No,No
spam,CENSUS There be miss information from your application Failure to update your detail may result in a ÃÂ£ XXX penalty Visit,No,No,No
smishing,IRL App You be now unsubscribed and will no long receive any message Support EMAIL,No,No,No
smishing,Dear customer your outgoing service put on hold please call,No,No,No
spam,EE We be unable to process your late bill In order to avoid fee update your bill information via http://ee update.ref0117.com/ ee=2,Yes,No,No
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,No,No,No
ham,Did u got that persons story..all well?,No,No,No
smishing,deepak has added you to the group deepak mast boy on hike download and open hike to start chatting with them httphikein    sent free from hike group chat with crbt   dk  akad    deepak  devotional  babloo  astrology  helpl  akshay  kirti  learne  jokes  crickets  chetan  divev  besto      birjes  distress,No,No,No
spam,an offer specially for you save upto rs on your order use code thanks  get flat  off max   peppertapcom offer till st mar,No,No,No
spam,faasos  hungry much enjoy the butter chicken dal makhani bhuna rice meal with  cashback use code rnb order now  bitlyfaasosapp,No,No,No
smishing,hurry own your retail shop central noida sec  just rs sqft high street commercial project assured return opp metro const full swing call,No,No,No
spam,XX We be unable to process your late bill In order to avoid fee update your bill information via http://02.uk.ref209.com/ XX X,Yes,No,No
ham,32.5 m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,No,No,No
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,No,No,No
smishing,Only 6hrs to Free Delivery Week Get 1k off on order above 5k from Midnight tonight for only 1HR Use FRD1f3b26b Discover http://bit.ly/2MtdmSZ STOP20465,Yes,No,No
smishing,from govt keonics computer training institute hiiifrndz we have a golden opportunity for those students who wants to learn computer courses and the major advantage is these all courses are totally free following are the free courses  accountint  tally computer hardware  netwrking web designing call centre program computer fundamental  dtp these are totally free free free  for more information contact  ravikumar  and  frndz plz forword this msg to all your frndz,No,No,No
ham,We have sent JD for Customer Service to ur mail id.,No,No,No
smishing,full body massage at  only at panache spa trained female therapist  luxury ac rooms arjun marg dlf phase gurgaon call,No,No,No
smishing,Start everyday with God words; 4 Bible Promises  text PROMISE to 30327; for Open Doors Devotional  text OPEN to 30327. Free for 2wks  then N20 every 3days after,No,No,No
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,No,No,No
spam,Paid 3969.00 against Apple MacBook Pro XX inch M1 at AMZ Order id XXX KG 091LO on XXXX-XX-XX Helpline XX-XXXXXXXXXX If any dispute,No,No,No
spam,salon packages for women  men  take a color removal facial  bleach  full arms  half legs wax  manicure  pedicure  hair spa  cut in just rs    take facial  bleach  hair cut  shavingtrimming  manicure  pedicure  hair spahead massageolive  hair color in just rs    get  discount on all salon services on billing of rs  above hurry valid till st mar at srn group,No,No,No
spam,grocery loot sale hurry pmpm only flat rs off also  extra  off on mobikwik coupon gt  time use minorderrs wwwaskmegrocerycom tc apply,No,No,No
smishing,It be of massive importance that you contact Chris christianpfister XXX USER.com to receive Large pending fund attach to your name Do this immediately,No,No,No
smishing,Dear customer your SBI Credit Card point worth Rs XXXX expire by 03/06/2018 Kindly convert your point in cash by click here http://XXXXX,Yes,No,No
smishing,"Congratulations to BIGPAY Numbers 019-888xxxx lucky to get RM10,000.check here http://bigpay-me.business.site FROM BIGPAY",Yes,No,No
spam,flash sale eldeco eternia club lucknow properties strtng frm lac  why eldeco  projects delivered  customers yrs of expertise  cl,No,No,No
spam,flat rs off on fresh collection from lifestyle stores online at landmarkshops use code promo on orders more than rs httpgooglnbldo,No,No,No
spam,exclusive offer shop online with hdfc bank regular debitcard till may  get rs bookmyshow vouchertc,No,No,No
spam,gear up with puma flat  off on puma shoes use coupon puma for extra   shop now httpgooglobfz,No,No,No
spam,easyday offerrajdhani dalbesansooji buy off on mrp whole wheat atta kg surf powd  kg parakh bas rice  pepsi varia lt buy getfree,No,No,No
ham,I'll probably be around mu a lot,No,No,No
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",No,No,No
smishing,Here are the list of popular Pakistani celebrities who have been tested positive for Covid-19! Click this free video link: http://l.jazzmobilemag.pk/Tfo4tIA/589e,Yes,No,No
smishing,Dear ACT Customer Rs 5655.84.is reflect as due towards your ACT AC No 103194438362.Request you to pay by 15th Aug.To pay online visit www.actcorp.in 10:56 AM,Yes,No,Yes
spam,exclusively for you at central  shop for rs    at central  get rs    off  earn payback points offer is valid till  apr  tnc,No,No,No
smishing,XX Jul 12:28 P200 have be transfer from XXXXXXXXXXX to Your Mobile Account Ref XXXXXXXXXXXX,No,No,No
spam,bhk by tata housing  sec gurgaonrpay  now  rest on possession in rstart frm rscrrcall,No,No,No
spam,Dear Customer your A c XXXX Has Been Credited for Rs XXXXX on XX-XX-XXXX Check Now td1.in/VFizA05,No,No,No
smishing,Hi there Optus here As a value customer we 'd like to hear about your Optus experience so we can make it even good Tell us about your experience and you could win a XXXX VISA gift card optus.com.au/OCS,No,No,No
ham,Send me your id and password,No,No,No
smishing,EE We be unable to process your late bill In order to avoid fee please update your payment information via http://ee.uk.acc-ref.com e=3 Tue 14:42 X,Yes,No,No
spam,shop on jabong  get upto rs  off plus  cashback using oxigen wallet promocode oxigen look your chilly best this winters httpbitlymbrgwo,No,No,No
smishing,Dear customer your Booking order be very lucky you winner in my paytm mall online shop company your coupon no.5588 your prize be TATA SAFARI four wheeler car marketing amount 1280.000 my office contact Helpline XXXXXXXXXX note T C apply- XXXXX,No,No,Yes
spam,hi ritesh   exclusive offer only for you till stocks last today men shoes flat    shoes httpysmrtlnkinypocv,No,No,No
smishing,special airtel offers rsgb g  days rsgb gg  days call dial  or get it on myairtel apptc click bitlymyapp,No,No,No
smishing,xtra  install my vodafone app now and get   xtra data on purchase of g pack  from my vodafone app offer valid till febdownload httpgooglvnaxor,No,No,No
ham,Change windows logoff sound..,No,No,No
smishing,Reply to feedback USER.net Dec XX XXXX 13:06 Standard encryption TLS View security detail,No,No,No
smishing,easy steps to buy sandisk gb pendrive  rs  on ebay click httpbitlyzdtak  sign in  apply coupon ltgtpjqz limited stocks first come first serve hurry,No,No,No
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",No,No,No
smishing,Pls furnish cheque issuance detail through Br/Net/Mob Banking for amount of Rs X lac and above It be Mandatory Cheque without PPS data may be returned-CBolRs 10842.000 credit to your A/ 3XXXXX4021 on 25/05/2022 through NEFT vide Ref No.SBIN52214 XXXXXXX By.RFO -CBol,No,No,Yes
spam,EE We be unable to process your late bill In order to avoid fee update your bill information via http://ee.uk.billing45.com/ ee X,Yes,No,No
smishing,"Dear Vijai Kumar Pandey the Incometax Dept require you to click the link below to submit a formal request for the remittance of your unclaimed overdue tax refund of Rs 19,450 http://t-14.net/ITRefund",Yes,No,No
spam,weekend price drop at reliance market rajkot kg onion rs only   kg r value jeerasar rice rs only  valid till th apr  tc,No,No,No
